TABLE_SET_NAME,TABLE1,TABLE2,JOIN_COUNT,JOIN_EXECUTIONS,STATIC_COEFFICIENT,DYNAMIC_COEFFICIENT,TOTAL_AFFINITY,TOTAL_AFFINITY_MODIFIED,TABLE_MAP_ID
MedicalRecord,PULL_LIST,RAD_EXAM,1,80,0.02326,0.11713,0.0702,0.01,2673
MedicalRecord,PULL_LIST,RESOURCE_GROUP,1,80,0.03448,0.07414,0.05431,0.01,2674
MedicalRecord,TRACK_PT_LIBRARY,RESOURCE_GROUP,1,3,0.03571,0.00301,0.01936,0.01,2675
MedicalRecord,TRACK_PT_LIBRARY,SERVICE_RESOURCE,1,3,0.03704,0.00536,0.0212,0.01,2676
MedicalRecord,TASK_RELTN,ORDERS,1,3,0.00226,0.00021,0.00124,0.01,2677
MedicalRecord,TASK_RELTN,TASK_ACTIVITY,2,12,0.01481,0.00702,0.01092,0.01,2678
MedicalRecord,PM_WAIT_LIST_STATUS,LONG_TEXT,1,3,0.00565,0.00049,0.00307,0.01,2679
MedicalRecord,PM_WAIT_LIST_STATUS,PM_WAIT_LIST,2,11,0.06897,0.01797,0.04347,0.01,2680
MedicalRecord,PM_WAIT_LIST_STATUS,PRSNL,1,3,0.00402,0.00004,0.00203,0.01,2681
MedicalRecord,CODING,CHARGE,1,1,0.03448,0.00053,0.01751,0.01,2682
MedicalRecord,CODING,DRG,4,603,0.66667,0.79342,0.73005,0.01,2683
MedicalRecord,CODING,DRG_ENCNTR_EXTENSION,1,150,0.14286,0.16429,0.15358,0.01,2684
MedicalRecord,CODING,ENCOUNTER,2,157,0.00535,0.00314,0.00425,0.01,2685
MedicalRecord,CODING,INTERFACE_FILE,1,1,0.06667,0.00082,0.03375,0.01,2686
MedicalRecord,CODING,NOMENCLATURE,4,603,0.0396,0.08266,0.06113,0.01,2687
MedicalRecord,CODING,PFT_ENCNTR,2,157,0.05263,0.02621,0.03942,0.01,2688
MedicalRecord,SIGN_LINE_DTA_R,DISCRETE_TASK_ASSAY,1,47,0.01961,0.02903,0.02432,0.01,2689
MedicalRecord,SIGN_LINE_DTA_R,ORDER_CATALOG,1,4,0.00714,0.00176,0.00445,0.01,2690
MedicalRecord,SIGN_LINE_DTA_R,ORDER_RADIOLOGY,1,4,0.00893,0.00212,0.00553,0.01,2691
MedicalRecord,SIGN_LINE_DTA_R,RAD_REPORT,1,4,0.02128,0.0063,0.01379,0.01,2692
MedicalRecord,SIGN_LINE_DTA_R,RAD_REPORT_DETAIL,1,4,0.1,0.04762,0.07381,0.01,2693
MedicalRecord,NOTE_TYPE,CLINICAL_NOTE_TEMPLATE,4,151,0.33333,0.33042,0.33188,0.01,2694
MedicalRecord,NOTE_TYPE,LONG_BLOB,1,16,0.03571,0.00951,0.02261,0.01,2695
MedicalRecord,NOTE_TYPE,MESSAGE_TYPE_TEMPLATE_RELTN,1,16,0.125,0.04938,0.08719,0.01,2696
MedicalRecord,NOTE_TYPE,NOTE_TYPE_LIST,3,135,0.375,0.41538,0.39519,0.01,2697
MedicalRecord,NOTE_TYPE,NOTE_TYPE_TEMPLATE_RELTN,5,215,0.55556,0.64371,0.59964,0.01,2698
MedicalRecord,NOTE_TYPE,V500_EVENT_CODE,4,145,0.28571,0.24046,0.26309,0.01,2699
MedicalRecord,SCH_EVENT_ALIAS,ENCNTR_PRSNL_RELTN,1,5,0.01429,0.0008,0.00755,0.01,2700
MedicalRecord,SCH_EVENT_ALIAS,ENCOUNTER,1,5,0.00265,0.0001,0.00138,0.01,2701
MedicalRecord,SCH_EVENT_ALIAS,PERSON,1,5,0.00338,0.00008,0.00173,0.01,2702
MedicalRecord,SCH_EVENT_ALIAS,PRSNL,1,5,0.00394,0.00007,0.00201,0.01,2703
MedicalRecord,SCH_EVENT_ALIAS,SCH_APPT,2,14,0.03279,0.00722,0.02001,0.01,2704
MedicalRecord,SCH_EVENT_ALIAS,SCH_ENTRY,1,5,0.02041,0.01553,0.01797,0.01,2705
MedicalRecord,SCH_EVENT_ALIAS,SCH_EVENT,6,180,0.09231,0.12649,0.1094,0.01,2706
MedicalRecord,SCH_EVENT_ALIAS,SCH_EVENT_ACTION,6,180,0.09677,0.10545,0.10111,0.01,2707
MedicalRecord,SCH_EVENT_ALIAS,SCH_EVENT_PATIENT,5,175,0.13158,0.13218,0.13188,0.01,2708
MedicalRecord,HM_HEALTH_FACT_DEFINITION,V500_EVENT_SET_CODE,2,103,0.11111,0.06645,0.08878,0.01,2709
MedicalRecord,HM_HEALTH_FACT_DEFINITION,V500_EVENT_SET_EXPLODE,2,103,0.06452,0.01727,0.0409,0.01,2710
MedicalRecord,CHARGE_MOD,BILL_ITEM_MODIFIER,1,396,0.0625,0.36164,0.21207,0.01,2711
MedicalRecord,CHARGE_MOD,CHARGE,3,513,0.10345,0.40974,0.2566,0.01,2712
MedicalRecord,CHARGE_MOD,NOMENCLATURE,1,396,0.00943,0.0537,0.03157,0.01,2713
MedicalRecord,CHARGE_MOD,PFT_CHARGE,2,117,0.2,0.15897,0.17949,0.01,2714
MedicalRecord,CHARGE_MOD,PFT_ENCNTR,2,117,0.05,0.01982,0.03491,0.01,2715
MedicalRecord,CHARGE_MOD,BILL_ITEM,1,396,0.04167,0.17822,0.10995,0.01,2716
MedicalRecord,PW_CAT_SYNONYM,ALT_SEL_CAT,2,10,0.125,0.01618,0.07059,0.01,2717
MedicalRecord,PW_CAT_SYNONYM,ALT_SEL_LIST,2,10,0.15385,0.01608,0.08497,0.01,2718
MedicalRecord,PW_CAT_SYNONYM,OCS_FACILITY_R,2,10,0.28571,0.3125,0.29911,0.01,2719
MedicalRecord,PW_CAT_SYNONYM,ORDER_CATALOG,2,10,0.01408,0.00446,0.00927,0.01,2720
MedicalRecord,PW_CAT_SYNONYM,ORDER_CATALOG_SYNONYM,2,10,0.01205,0.00248,0.00727,0.01,2721
MedicalRecord,PW_CAT_SYNONYM,ORDER_SENTENCE,2,10,0.18182,0.05814,0.11998,0.01,2722
MedicalRecord,PW_CAT_SYNONYM,PATHWAY_CATALOG,5,26,0.3125,0.04283,0.17767,0.01,2723
MedicalRecord,PW_CAT_SYNONYM,PW_CAT_FLEX,4,23,0.44444,0.41818,0.43131,0.01,2724
MedicalRecord,PW_CAT_SYNONYM,PW_EVIDENCE_RELTN,3,16,0.375,0.31373,0.34437,0.01,2725
MedicalRecord,PW_CAT_SYNONYM,REGIMEN_CATALOG,2,10,0.33333,0.34483,0.33908,0.01,2726
MedicalRecord,PW_CAT_SYNONYM,REGIMEN_CAT_SYNONYM,2,10,0.33333,0.34483,0.33908,0.01,2727
MedicalRecord,CODE_VALUE_EVENT_R,ALT_SEL_CAT,1,3,0.03704,0.00302,0.02003,0.01,2728
MedicalRecord,CODE_VALUE_EVENT_R,ALT_SEL_LIST,1,3,0.04167,0.00301,0.02234,0.01,2729
MedicalRecord,CODE_VALUE_EVENT_R,LONG_TEXT,1,9,0.00526,0.00139,0.00333,0.01,2730
MedicalRecord,CODE_VALUE_EVENT_R,ORDERS,1,9,0.00219,0.00061,0.0014,0.01,2731
MedicalRecord,CODE_VALUE_EVENT_R,ORDER_ACTION,1,9,0.00408,0.0015,0.00279,0.01,2732
MedicalRecord,CODE_VALUE_EVENT_R,ORDER_CATALOG,1,50,0.00654,0.01945,0.013,0.01,2733
MedicalRecord,CODE_VALUE_EVENT_R,ORDER_CATALOG_SYNONYM,5,80,0.0289,0.01846,0.02368,0.01,2734
MedicalRecord,CODE_VALUE_EVENT_R,ORDER_INGREDIENT,5,101,0.04587,0.07787,0.06187,0.01,2735
MedicalRecord,CODE_VALUE_EVENT_R,V500_EVENT_CODE,1,4,0.04,0.0049,0.02245,0.01,2736
MedicalRecord,CODE_VALUE_EVENT_R,ORDER_INGREDIENT_DOSE,3,27,0.15789,0.067,0.11245,0.01,2737
MedicalRecord,CODE_VALUE_ALIAS,CODE_VALUE,4,1827,0.00803,0.02651,0.01727,0.01,2738
MedicalRecord,CODE_VALUE_ALIAS,MLTM_NDC_MAIN_DRUG_CODE,1,3,0.11111,0.00161,0.05636,0.01,2739
MedicalRecord,CODE_VALUE_ALIAS,TRACK_GROUP,1,8,0.0625,0.00383,0.03317,0.01,2740
MedicalRecord,TEAM_MEM_PPR_RELTN,PRSNL_GROUP_RELTN,1,3,0.07692,0.00114,0.03903,0.01,2741
MedicalRecord,ORG_SET_TYPE_R,ORG_SET,4,93,0.8,0.36759,0.5838,0.01,2742
MedicalRecord,ORG_SET_TYPE_R,ORG_SET_ORG_R,4,93,1,1,1,0.01,2743
MedicalRecord,ORG_SET_TYPE_R,ORG_SET_PRSNL_R,4,93,0.8,0.36759,0.5838,0.01,2744
MedicalRecord,TASK_DISCRETE_R,DISCRETE_TASK_ASSAY,5,45,0.1,0.02773,0.06387,0.01,2745
MedicalRecord,TASK_DISCRETE_R,DTA_OFFSET_MIN,1,12,0.14286,0.06977,0.10632,0.01,2746
MedicalRecord,TASK_DISCRETE_R,ORDER_INGREDIENT,1,9,0.00971,0.00858,0.00915,0.01,2747
MedicalRecord,TASK_DISCRETE_R,ORDER_TASK_XREF,4,39,0.5,0.20103,0.35052,0.01,2748
MedicalRecord,TASK_DISCRETE_R,TASK_CHARTING_AGENT_R,1,16,0.11111,0.22535,0.16823,0.01,2749
MedicalRecord,ENCNTR_SLICE_ACT,ENCNTR_SLICE,2,153,0.5,0.49515,0.49758,0.01,2750
MedicalRecord,BE_AT_RELTN,ACCOUNT,2,218,0.125,0.08855,0.10678,0.01,2751
MedicalRecord,BE_AT_RELTN,ACCT_TEMPLATE,1,35,0.14286,0.0473,0.09508,0.01,2752
MedicalRecord,BE_AT_RELTN,AT_ACCT_RELTN,2,218,0.33333,0.36333,0.34833,0.01,2753
MedicalRecord,BE_AT_RELTN,PFT_ACCT_RELTN,2,218,0.5,0.53563,0.51782,0.01,2754
MedicalRecord,OUTCOME_CAT_CRITERIA,ORDER_TASK,2,15,0.11111,0.01551,0.06331,0.01,2755
MedicalRecord,OUTCOME_CAT_CRITERIA,OUTCOME_CATALOG,2,15,0.4,0.12097,0.26049,0.01,2756
MedicalRecord,SA_PREFERENCE,SA_PREFERENCE_VALUE,1,4,1,1,1,0.01,2757
MedicalRecord,CV_CASE,CV_CASE_DATASET_R,2,153,1,1,1,0.01,2758
MedicalRecord,CV_CASE,CV_DATASET,2,153,1,1,1,0.01,2759
MedicalRecord,BORROWER_LENDER,FOLDER,1,8,0.06667,0.02174,0.04421,0.01,2760
MedicalRecord,BORROWER_LENDER,ICLASS_ACC_ORDER_R,1,8,0.06667,0.02122,0.04395,0.01,2761
MedicalRecord,BORROWER_LENDER,IMAGE_CLASS,1,8,0.03571,0.00982,0.02277,0.01,2762
MedicalRecord,BORROWER_LENDER,PERSON,1,8,0.00342,0.00012,0.00177,0.01,2763
MedicalRecord,BORROWER_LENDER,RAD_LOAN_INFO,1,8,0.25,0.06612,0.15806,0.01,2764
MedicalRecord,BORROWER_LENDER,TRACKABLE_OBJECT,1,8,0.05263,0.02156,0.0371,0.01,2765
MedicalRecord,SCH_APPT_ORD,ORDER_CATALOG_SYNONYM,1,1,0.00617,0.00025,0.00321,0.01,2766
MedicalRecord,CODE_VALUE_SET,CODE_VALUE,2,805,0.00404,0.01168,0.00786,0.01,2767
MedicalRecord,INVTN_WORKFLOW_STATUS,INVTN_WORKFLOW,1,3,1,1,1,0.01,2768
MedicalRecord,RAD_WORKLIST_FAVORITES,RAD_WORKLIST,1,4,0.5,0.5,0.5,0.01,2769
MedicalRecord,SCH_SEQ_LIST,SCH_APPT_INTER,1,6,1,1,1,0.01,2770
MedicalRecord,SCH_SEQ_LIST,SCH_SEQ_GROUP,1,6,1,1,1,0.01,2771
MedicalRecord,SCH_SCHEDULE_MOVE,LONG_TEXT,1,15,0.00568,0.00245,0.00407,0.01,2772
MedicalRecord,SCH_SCHEDULE_MOVE,SCH_APPT,1,12,0.01786,0.00676,0.01231,0.01,2773
MedicalRecord,SCH_SCHEDULE_MOVE,SCH_COMMENT,1,15,0.5,0.55556,0.52778,0.01,2774
MedicalRecord,REFERENCE_RANGE_FACTOR,ALPHA_RESPONSES,1,28,0.2,0.03053,0.11527,0.01,2775
MedicalRecord,REFERENCE_RANGE_FACTOR,NOMENCLATURE,1,28,0.0099,0.00359,0.00675,0.01,2776
MedicalRecord,EQUATION,DISCRETE_TASK_ASSAY,1,115,0.02,0.05297,0.03649,0.01,2777
MedicalRecord,EQUATION,EQUATION_COMPONENT,1,115,0.5,0.17037,0.33519,0.01,2778
MedicalRecord,ROOM,BED,1,4,0.125,0.06452,0.09476,0.01,2779
MedicalRecord,ROOM,NURSE_UNIT,1,4,0.25,0.01294,0.13147,0.01,2780
MedicalRecord,ORDER_ACTION,ENCOUNTER,8,28,0.01351,0.00051,0.00701,0.01,2781
MedicalRecord,ORDER_ACTION,ORDERS,132,1615,0.2449,0.08843,0.16667,0.01,2782
MedicalRecord,ORDER_ACTION,ORDER_CATALOG,8,89,0.02222,0.01148,0.01685,0.01,2783
MedicalRecord,ORDER_ACTION,ORDER_DETAIL,19,379,0.06597,0.04191,0.05394,0.01,2784
MedicalRecord,ORDER_ACTION,ORDER_INGREDIENT,7,145,0.02181,0.0224,0.02211,0.01,2785
MedicalRecord,ORDER_ACTION,ORDER_NOTIFICATION,1,4,0.00429,0.00071,0.0025,0.01,2786
MedicalRecord,ORDER_ACTION,PRSNL,13,836,0.02802,0.01145,0.01974,0.01,2787
MedicalRecord,ORDER_ACTION,RAD_EXAM,2,13,0.00746,0.00212,0.00479,0.01,2788
MedicalRecord,ORDER_ACTION,SHARED_VALUE_GTTD,5,9,0.02119,0.00159,0.01139,0.01,2789
MedicalRecord,ORDER_ACTION,ORDER_CATALOG_SYNONYM,7,24,0.01818,0.0025,0.01034,0.01,2790
MedicalRecord,ORDER_ACTION,PERSON,7,24,0.01367,0.00034,0.00701,0.01,2791
MedicalRecord,ORDER_ACTION,EXPEDITE_COPY,1,4,0.00429,0.00071,0.0025,0.01,2792
MedicalRecord,ORDER_ACTION,ORDER_DISPENSE,5,11,0.02016,0.00171,0.01094,0.01,2793
MedicalRecord,ORDER_ACTION,ORDER_PRODUCT,1,3,0.00415,0.00052,0.00234,0.01,2794
MedicalRecord,ORDER_ACTION,ORDER_RADIOLOGY,4,96,0.0119,0.01305,0.01248,0.01,2795
MedicalRecord,ORDER_ACTION,ORDER_REVIEW,2,65,0.00847,0.01067,0.00957,0.01,2796
MedicalRecord,ORDER_ACTION,RAD_RPT_LOCK,2,13,0.00833,0.00228,0.00531,0.01,2797
MedicalRecord,ORDER_ACTION,ENCNTR_LOC_HIST,2,2,0.00778,0.00028,0.00403,0.01,2798
MedicalRecord,ORDER_ACTION,CODE_VALUE_EXTENSION,2,15,0.0042,0.00048,0.00234,0.01,2799
MedicalRecord,ORDER_ACTION,PROC_CLASSIFICATION,2,13,0.00858,0.00231,0.00545,0.01,2800
MedicalRecord,ORDER_ACTION,SCH_EVENT_ATTACH,1,7,0.00377,0.00109,0.00243,0.01,2801
MedicalRecord,ORDER_ACTION,ORDER_SUPPLY_REVIEW,1,3,0.00429,0.00053,0.00241,0.01,2802
MedicalRecord,ORDER_ACTION,RAD_INIT_READ,2,13,0.00858,0.0023,0.00544,0.01,2803
MedicalRecord,ORDER_ACTION,ACCESSION_ORDER_R,1,28,0.00392,0.00397,0.00395,0.01,2804
MedicalRecord,ORDER_ACTION,ORDER_ENTRY_FIELDS,3,86,0.01167,0.01402,0.01285,0.01,2805
MedicalRecord,ORDER_ACTION,SHARED_LIST_GTTD,1,20,0.00329,0.00158,0.00244,0.01,2806
MedicalRecord,ORDER_ACTION,CODE_VALUE_EVENT_R,1,9,0.00408,0.0015,0.00279,0.01,2807
MedicalRecord,ORDER_ACTION,ENCNTR_ALIAS,1,3,0.00309,0.00026,0.00168,0.01,2808
MedicalRecord,ORDER_ACTION,OE_FORMAT_FIELDS,1,3,0.00405,0.00051,0.00228,0.01,2809
MedicalRecord,ORDER_ACTION,ORDER_INGREDIENT_DOSE,1,3,0.00426,0.00053,0.0024,0.01,2810
MedicalRecord,ORDER_ACTION,ORDER_PRODUCT_DOSE,1,3,0.00433,0.00053,0.00243,0.01,2811
MedicalRecord,DIAGNOSIS,ADDRESS,1,16,0.0101,0.00246,0.00628,0.01,2812
MedicalRecord,DIAGNOSIS,DCP_ENTITY_RELTN,1,25,0.03125,0.01085,0.02105,0.01,2813
MedicalRecord,DIAGNOSIS,ENCNTR_ALIAS,1,4,0.00855,0.00052,0.00454,0.01,2814
MedicalRecord,DIAGNOSIS,ENCOUNTER,5,543,0.01289,0.01078,0.01184,0.01,2815
MedicalRecord,DIAGNOSIS,LONG_BLOB,1,144,0.02326,0.05121,0.03724,0.01,2816
MedicalRecord,DIAGNOSIS,NOMENCLATURE,8,873,0.07018,0.11127,0.09073,0.01,2817
MedicalRecord,DIAGNOSIS,NOMEN_ENTITY_RELTN,2,9,0.06061,0.00315,0.03188,0.01,2818
MedicalRecord,DIAGNOSIS,PERSON,1,16,0.00322,0.00024,0.00173,0.01,2819
MedicalRecord,DIAGNOSIS,PERSON_ALIAS,1,4,0.00855,0.00015,0.00435,0.01,2820
MedicalRecord,DIAGNOSIS,PHONE,1,16,0.00847,0.00218,0.00533,0.01,2821
MedicalRecord,DIAGNOSIS,PROC_MODIFIER,1,150,0.04,0.09422,0.06711,0.01,2822
MedicalRecord,DIAGNOSIS,PRSNL,3,523,0.01124,0.00755,0.0094,0.01,2823
MedicalRecord,ORDER_RADIOLOGY,DISCRETE_TASK_ASSAY,6,40,0.03922,0.01175,0.02549,0.01,2824
MedicalRecord,ORDER_RADIOLOGY,ENCOUNTER,20,458,0.04348,0.00903,0.02626,0.01,2825
MedicalRecord,ORDER_RADIOLOGY,MAMMO_STUDY,3,36,0.02655,0.01947,0.02301,0.01,2826
MedicalRecord,ORDER_RADIOLOGY,ORDERS,18,249,0.03377,0.01571,0.02474,0.01,2827
MedicalRecord,ORDER_RADIOLOGY,ORDER_CATALOG_SYNONYM,17,274,0.06667,0.04913,0.0579,0.01,2828
MedicalRecord,ORDER_RADIOLOGY,PERSON,16,186,0.04178,0.00281,0.0223,0.01,2829
MedicalRecord,ORDER_RADIOLOGY,RAD_EXAM,16,321,0.1194,0.15782,0.13861,0.01,2830
MedicalRecord,ORDER_RADIOLOGY,RAD_EXAM_PRSNL,1,4,0.00855,0.00212,0.00534,0.01,2831
MedicalRecord,ORDER_RADIOLOGY,RAD_FOL_UP_FIELD,2,32,0.01802,0.0173,0.01766,0.01,2832
MedicalRecord,ORDER_RADIOLOGY,RAD_INIT_READ,4,33,0.03604,0.01795,0.027,0.01,2833
MedicalRecord,ORDER_RADIOLOGY,RAD_REPORT,19,440,0.13971,0.22245,0.18108,0.01,2834
MedicalRecord,ORDER_RADIOLOGY,RAD_REPORT_DETAIL,2,8,0.01724,0.0043,0.01077,0.01,2835
MedicalRecord,ORDER_RADIOLOGY,RAD_REPORT_PRSNL,8,40,0.06061,0.02052,0.04057,0.01,2836
MedicalRecord,ORDER_RADIOLOGY,SIGN_LINE_DTA_R,1,4,0.00893,0.00212,0.00553,0.01,2837
MedicalRecord,ORDER_RADIOLOGY,RAD_VETTING_HOLD_DETAIL,2,12,0.01818,0.00654,0.01236,0.01,2838
MedicalRecord,ORDER_RADIOLOGY,ENCNTR_ALIAS,6,47,0.03015,0.00592,0.01804,0.01,2839
MedicalRecord,ORDER_RADIOLOGY,IMAGE_CLASS_TYPE,1,80,0.00813,0.03518,0.02166,0.01,2840
MedicalRecord,ORDER_RADIOLOGY,LOCATION,2,8,0.01227,0.00124,0.00676,0.01,2841
MedicalRecord,ORDER_RADIOLOGY,ORDER_DETAIL,2,13,0.01081,0.00231,0.00656,0.01,2842
MedicalRecord,ORDER_RADIOLOGY,PROC_CLASSIFICATION,2,13,0.0177,0.00703,0.01237,0.01,2843
MedicalRecord,ORDER_RADIOLOGY,PULL_ORD_SCHED,4,322,0.03604,0.16841,0.10223,0.01,2844
MedicalRecord,ORDER_RADIOLOGY,EXAM_DATA,1,4,0.00847,0.0017,0.00509,0.01,2845
MedicalRecord,ORDER_RADIOLOGY,EXAM_FOLDER,1,81,0.00877,0.04052,0.02465,0.01,2846
MedicalRecord,ORDER_RADIOLOGY,IM_STUDY,1,4,0.00775,0.00213,0.00494,0.01,2847
MedicalRecord,ORDER_RADIOLOGY,PROFILE_TASK_R,4,32,0.02857,0.01332,0.02095,0.01,2848
MedicalRecord,ORDER_RADIOLOGY,STICKY_NOTE,1,8,0.00877,0.00297,0.00587,0.01,2849
MedicalRecord,ORDER_RADIOLOGY,MAMMO_FOLLOW_UP,1,28,0.00909,0.01527,0.01218,0.01,2850
MedicalRecord,ORDER_RADIOLOGY,ORDER_ACTION,3,16,0.0089,0.00215,0.00553,0.01,2851
MedicalRecord,ORDER_RADIOLOGY,PERSON_PATIENT,1,79,0.00699,0.00879,0.00789,0.01,2852
MedicalRecord,ORDER_RADIOLOGY,PHONE,2,84,0.0098,0.01116,0.01048,0.01,2853
MedicalRecord,ORDER_RADIOLOGY,RAD_RPT_LOCK,4,29,0.0339,0.01531,0.02461,0.01,2854
MedicalRecord,ORDER_RADIOLOGY,RAD_CONFIG_DATA,2,8,0.01739,0.00427,0.01083,0.01,2855
MedicalRecord,ORDER_RADIOLOGY,EXAM_ROOM_LIB_GRP_RELTN,1,80,0.00885,0.04105,0.02495,0.01,2856
MedicalRecord,ORDER_RADIOLOGY,SCH_EVENT_ATTACH,2,100,0.01389,0.03967,0.02678,0.01,2857
MedicalRecord,ORDER_RADIOLOGY,DCP_ENTITY_RELTN,1,4,0.0084,0.00155,0.00498,0.01,2858
MedicalRecord,ORDER_RADIOLOGY,ORDER_CATALOG,5,19,0.02058,0.0047,0.01264,0.01,2859
MedicalRecord,ORDER_RADIOLOGY,ORGANIZATION,1,79,0.00585,0.01683,0.01134,0.01,2860
MedicalRecord,ORDER_RADIOLOGY,RAD_PROTOCOL_ACT,1,4,0.00909,0.00218,0.00564,0.01,2861
MedicalRecord,ORDER_RADIOLOGY,CODE_VALUE,2,2,0.00332,0.00003,0.00168,0.01,2862
MedicalRecord,ORDER_RADIOLOGY,ICLASS_PERSON_RELTN,1,81,0.0087,0.04008,0.02439,0.01,2863
MedicalRecord,ORDER_RADIOLOGY,IM_STUDY_PARENT_R,1,4,0.00787,0.00213,0.005,0.01,2864
MedicalRecord,ORDER_RADIOLOGY,LONG_TEXT,1,4,0.00352,0.0005,0.00201,0.01,2865
MedicalRecord,ORDER_RADIOLOGY,PRSNL,1,4,0.00281,0.00006,0.00144,0.01,2866
MedicalRecord,ORDER_RADIOLOGY,ORDER_COMMENT,1,4,0.00671,0.00163,0.00417,0.01,2867
MedicalRecord,EEM_FILE_CHECK,EEM_FILE_RELTN,4,56,1,1,1,0.01,2868
MedicalRecord,PFT_ACCT_RELTN,ACCOUNT,2,218,0.14286,0.09591,0.11939,0.01,2869
MedicalRecord,PFT_ACCT_RELTN,AT_ACCT_RELTN,2,218,0.5,0.53041,0.51521,0.01,2870
MedicalRecord,PFT_ACCT_RELTN,BE_AT_RELTN,2,218,0.5,0.53563,0.51782,0.01,2871
MedicalRecord,MSG_ENCNTR_GRP,MSG_CATEGORY,2,16,0.15385,0.30769,0.23077,0.01,2872
MedicalRecord,MSG_ENCNTR_GRP,MSG_COLUMN_GRP,2,16,0.66667,0.4,0.53334,0.01,2873
MedicalRecord,MSG_ENCNTR_GRP,MSG_COLUMN_GRP_DTL_RELTN,2,16,0.4,0.34783,0.37392,0.01,2874
MedicalRecord,MSG_ENCNTR_GRP,MSG_ENCNTR_GRP_DTL_RELTN,1,4,0.25,0.18182,0.21591,0.01,2875
MedicalRecord,MSG_ENCNTR_GRP,MSG_EVENT_GRP,2,16,0.5,0.72727,0.61364,0.01,2876
MedicalRecord,MSG_ENCNTR_GRP,MSG_EVENT_GRP_DTL_RELTN,1,4,0.25,0.18182,0.21591,0.01,2877
MedicalRecord,WORKING_VIEW,WORKING_VIEW_ITEM,1,82,1,1,1,0.01,2878
MedicalRecord,WORKING_VIEW,WORKING_VIEW_SECTION,1,82,0.5,0.51899,0.5095,0.01,2879
MedicalRecord,RAD_TEMPLATE_GROUP,DISCRETE_TASK_ASSAY,1,4,0.02041,0.00248,0.01145,0.01,2880
MedicalRecord,RAD_TEMPLATE_GROUP,LONG_TEXT,1,4,0.00571,0.00066,0.00319,0.01,2881
MedicalRecord,RAD_TEMPLATE_GROUP,RAD_TEMPLATE_ASSOC,1,4,1,1,1,0.01,2882
MedicalRecord,RAD_TEMPLATE_GROUP,WP_TEMPLATE,1,4,1,1,1,0.01,2883
MedicalRecord,RAD_TEMPLATE_GROUP,WP_TEMPLATE_TEXT,1,4,1,1,1,0.01,2884
MedicalRecord,ENCNTR_COMBINE_DET,ENCNTR_COMBINE,2,517,0.5,0.04374,0.27187,0.01,2885
MedicalRecord,ENCNTR_COMBINE_DET,PENDING_COLLECTION,1,478,0.06667,0.32606,0.19637,0.01,2886
MedicalRecord,RX_CURVE,CODE_VALUE,1,6,0.00202,0.00009,0.00106,0.01,2887
MedicalRecord,RX_CURVE,MED_DEF_FLEX,1,6,0.01471,0.00194,0.00833,0.01,2888
MedicalRecord,RX_CURVE,MED_FLEX_OBJECT_IDX,1,6,0.01852,0.00235,0.01044,0.01,2889
MedicalRecord,OUTCOME_CATALOG,ACT_PW_COMP,1,100,0.04545,0.25381,0.14963,0.01,2890
MedicalRecord,OUTCOME_CATALOG,ORDER_TASK,2,15,0.09524,0.01394,0.05459,0.01,2891
MedicalRecord,OUTCOME_CATALOG,OUTCOME_CAT_CRITERIA,2,15,0.4,0.12097,0.26049,0.01,2892
MedicalRecord,OUTCOME_CATALOG,PATHWAY_COMP,1,100,0.14286,0.76923,0.45605,0.01,2893
MedicalRecord,OUTCOME_CATALOG,OUTCOME_CAT_LOC_RELTN,1,3,0.06667,0.0089,0.03779,0.01,2894
MedicalRecord,SCD_PARAGRAPH,SCD_SENTENCE,1,3,0.14286,0.02041,0.08164,0.01,2895
MedicalRecord,SCD_PARAGRAPH,SCD_TERM_DATA,1,12,0.08333,0.06557,0.07445,0.01,2896
MedicalRecord,SCH_APPT_TYPE,LOCATION,1,55,0.01639,0.01169,0.01404,0.01,2897
MedicalRecord,SCH_APPT_TYPE,SCH_APPT_LOC,2,106,0.18182,0.62722,0.40452,0.01,2898
MedicalRecord,SCH_APPT_TYPE,SCH_EVENT,1,15,0.01449,0.00968,0.01209,0.01,2899
MedicalRecord,SCH_APPT_TYPE,SCH_ORDER_APPT,2,28,0.2,0.15054,0.17527,0.01,2900
MedicalRecord,RX_METHOD,RX_METHOD_FAC_RELTN,1,138,1,1,1,0.01,2901
MedicalRecord,DCP_PL_RELTN,DCP_PATIENT_LIST,1,30,1,1,1,0.01,2902
MedicalRecord,SCD_BLOB,LONG_BLOB,1,99,0.04348,0.07138,0.05743,0.01,2903
MedicalRecord,SCD_BLOB,SCD_STORY,1,6,0.04545,0.03,0.03773,0.01,2904
MedicalRecord,SCD_BLOB,SCD_TERM,1,6,0.125,0.03636,0.08068,0.01,2905
MedicalRecord,SCD_BLOB,SCD_TERM_DATA,2,12,0.2,0.07018,0.13509,0.01,2906
MedicalRecord,STATION,DELIVERY_CLASS_QUEUE,1,26,1,1,1,0.01,2907
MedicalRecord,STATION,DM_INFO,1,26,0.00645,0.00531,0.00588,0.01,2908
MedicalRecord,STATION,OUTPUT_DEST,1,26,0.04762,0.01628,0.03195,0.01,2909
MedicalRecord,STATION,REMOTE_DEVICE,1,26,1,1,1,0.01,2910
MedicalRecord,ENCNTR_FINANCIAL,ENCNTR_PLAN_RELTN,2,679,0.1,0.38536,0.24268,0.01,2911
